"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-63508100141","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1031200","AMERICAN FLAVORED VODKA","118","AMERICAN SPIRITS EXCHANGE","76501","THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA","12","750","8.34","12.51","24","300.24","18.00","4.75"
"INV-63508100142","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1011400","TENNESSEE WHISKIES","346","OLE SMOKY DISTILLERY LLC","76502","OLE SMOKY COOKIE DOUGH WHISKEY","6","750","11.00","16.50","6","99.00","4.50","1.18"
"INV-63508100143","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1091200","NEUTRAL GRAIN SPIRITS","154","DUNKEL CORPORATION / IOWA DISTILLING","77284","ROCKET FUEL","12","750","6.65","9.98","12","119.76","9.00","2.37"
"INV-63508100144","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1031200","AMERICAN FLAVORED VODKA","260","DIAGEO AMERICAS","77674","SMIRNOFF GREEN APPLE","12","750","8.25","12.38","6","74.28","4.50","1.18"
"INV-63508100145","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1031200","AMERICAN FLAVORED VODKA","260","DIAGEO AMERICAS","77698","SMIRNOFF ORANGE","12","750","8.25","12.38","6","74.28","4.50","1.18"
"INV-63508100146","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1031200","AMERICAN FLAVORED VODKA","260","DIAGEO AMERICAS","77842","SMIRNOFF STRAWBERRY","12","750","8.25","12.38","6","74.28","4.50","1.18"
"INV-63508100147","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1091100","AMERICAN DISTILLED SPIRITS SPECIALTY","481","SUGARLANDS DISTILLING COMPANY LLC","78107","SUGARLANDS APPALACHIAN BANANA PUDDING SIPPIN CREAM","6","750","12.80","19.20","6","115.20","4.50","1.18"
"INV-63508100148","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1701100","TEMPORARY & SPECIALTY PACKAGES","346","OLE SMOKY DISTILLERY LLC","78257","OLE SMOKY PUMPKIN SPICE CREAM MOONSHINE","6","750","13.00","19.50","6","117.00","4.50","1.18"
"INV-63508100149","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1081200","CREAM LIQUEURS","380","PHILLIPS BEVERAGE","80069","CASHEL IRISH CREAM","12","750","7.08","10.62","24","254.88","18.00","4.75"
"INV-63508100150","2023-10-20T00:00:00.000","2506","HY-VEE #2 (1044) / BURLINGTON","3140 AGENCY","BURLINGTON","52601","POINT (-91.136625005 40.816302007)",,"DES MOINES","1701100","TEMPORARY & SPECIALTY PACKAGES","259","HEAVEN HILL BRANDS","80145","FULTONS HARVEST PUMPKIN LIQUEUR","12","750","5.50","8.25","6","49.50","4.50","1.18"
