"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-60772100019","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1041100","AMERICAN DRY GINS","370","PERNOD RICARD USA","32238","SEAGRAMS EXTRA DRY GIN","6","1750","14.99","22.49","6","134.94","10.50","2.77"
"INV-60772100020","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1032100","IMPORTED VODKAS","370","PERNOD RICARD USA","34006","ABSOLUT SWEDISH VODKA 80PRF","12","750","9.99","14.99","12","179.88","9.00","2.37"
"INV-60772100021","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1031100","AMERICAN VODKAS","115","CONSTELLATION BRANDS INC","34821","SVEDKA 80PRF","6","1750","13.40","20.10","6","120.60","10.50","2.77"
"INV-60772100022","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1032100","IMPORTED VODKAS","421","SAZERAC COMPANY  INC","35213","SOBIESKI","6","1750","10.99","16.49","6","98.94","10.50","2.77"
"INV-60772100023","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1031100","AMERICAN VODKAS","297","LAIRD & COMPANY","35916","FIVE O'CLOCK VODKA","12","750","3.79","5.69","12","68.28","9.00","2.37"
"INV-60772100024","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1031100","AMERICAN VODKAS","434","LUXCO INC","36308","HAWKEYE VODKA","6","1750","7.50","11.25","12","135.00","21.00","5.54"
"INV-60772100025","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1031100","AMERICAN VODKAS","205","E & J GALLO WINERY","36969","NEW AMSTERDAM 80PRF","12","750","8.00","12.00","12","144.00","9.00","2.37"
"INV-60772100026","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38174","TITOS HANDMADE VODKA","12","375","5.42","8.13","12","97.56","4.50","1.18"
"INV-60772100027","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1031200","AMERICAN FLAVORED VODKA","259","HEAVEN HILL BRANDS","39324","DEEP EDDY LIME","6","1750","16.00","24.00","6","135.00","10.50","2.77"
"INV-60772100028","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1062500","FLAVORED RUM","370","PERNOD RICARD USA","42716","MALIBU COCONUT","12","750","8.99","13.49","24","323.76","18.00","4.75"
"INV-60772100029","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1062500","FLAVORED RUM","370","PERNOD RICARD USA","42717","MALIBU COCONUT","12","1000","11.99","17.99","12","215.88","12.00","3.17"
"INV-60772100030","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1062200","WHITE RUM","421","SAZERAC COMPANY  INC","46142","CALIBER SILVER RUM","6","1750","7.35","11.03","6","66.18","10.50","2.77"
"INV-60772100031","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1062400","SPICED RUM","421","SAZERAC COMPANY  INC","46144","CALIBER SPICED RUM","6","1750","7.35","11.03","6","66.18","10.50","2.77"
"INV-60772100032","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1052100","IMPORTED BRANDIES","420","MOET HENNESSY USA","48106","HENNESSY VS","12","750","19.99","29.99","12","359.88","9.00","2.37"
"INV-60772100033","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1071000","COCKTAILS/RTD","395","PROXIMO","58868","JOSE CUERVO AUTHENTIC STRAWBERRY LIME MARGARITA","6","1750","8.74","13.11","6","78.66","10.50","2.77"
"INV-60772100034","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1071000","COCKTAILS/RTD","395","PROXIMO","58886","JOSE CUERVO AUTHENTIC LIGHT WHITE PEACH MARGARITA","6","1750","8.74","13.11","6","78.66","10.50","2.77"
"INV-60772100035","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64865","FIREBALL CINNAMON WHISKEY PET","12","750","9.00","13.50","12","162.00","9.00","2.37"
"INV-60772100036","2023-07-28T00:00:00.000","3592","WAL-MART 0886 / FORT DODGE","3036 1ST AVE SOUTH","FORT DODGE","50501","POINT (-94.153157041 42.506613993)",,"HARDIN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64866","FIREBALL CINNAMON WHISKEY","12","750","9.00","13.50","12","162.00","9.00","2.37"
